# Source: http://www.netlib.org/lp/data/kb2 (via Mathematica), converted to integers.
# 68 constraints, 41 variables

0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,-50,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28999,0,-100000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,-100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-9196313,-7809095,-8074635,-7737441,-8835436,-8858029,-8818188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0
0,0,0,0,0,0,0,-9613556,-9099637,-9395665,-7978001,-9411062,-9983178,-10507558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0
-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10752,0,0,0,-73,-41,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3247,0,0,0,0,-28,-9,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9850,0,0,0,0,-81,-31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9517073,-7972866,-8082888,-8103825,-9341749,-9022411,-8925587,0,0,0,0,0,0,0,0,0,0,0,0,-441873,220936,0,0,0,0,100000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9711016,-8094047,-8249926,-8348457,-9586635,-9094112,-8984584,0,0,0,0,0,0,0,0,0,0,0,0,-274531,274531,0,0,0,0,100000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9918559,-8204308,-8399370,-8561385,-9806433,-9162642,-9049629,0,0,0,0,0,0,0,0,0,0,0,0,-175028,297548,0,0,0,0,100000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9919039,-9316124,-9580861,-8361375,-9786876,-10132905,-10558392,0,0,0,0,0,0,0,0,0,0,0,0,-431949,215974,0,0,0,0,0,100000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10108850,-9414769,-9734183,-8624515,-9977765,-10193754,-10600190,0,0,0,0,0,0,0,0,0,0,0,0,-262696,262696,0,0,0,0,0,100000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10305810,-9502163,-9864634,-8846612,-10166321,-10251818,-10646719,0,0,0,0,0,0,0,0,0,0,0,0,-164391,279464,0,0,0,0,0,100000,0
-9463568,-7940534,-8037873,-8036789,-9271594,-9003844,-8910432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-342918,137167,0,0,0,100000,0,0,0,0,0,0
-9808976,-8147009,-8322026,-8451910,-9686628,-9126611,-9014887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-155751,202477,0,0,0,100000,0,0,0,0,0,0
-9870277,-9289535,-9538345,-8287970,-9732996,-10117309,-10547666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-252143,100857,0,0,0,0,100000,0,0,0,0,0
-9918559,-8204308,-8399370,-8561385,-9806433,-9162642,-9049629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-123842,210530,0,0,0,100000,0,0,0,0,0,0
-10202191,-9457094,-9797965,-8733298,-10065000,-10221363,-10621918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-154954,201440,0,0,0,0,100000,0,0,0,0,0
-10305810,-9502163,-9864634,-8846612,-10166321,-10251818,-10646719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127141,216139,0,0,0,0,100000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1650000,0,0,0,0,1200000,0,1600000,0,8757,0,0,8757,0,0,0,0,0,0,0
