timeAtServer,aircraft,latitude,longitude,baroAltitude,geoAltitude,sensors,toas
446.482000112534,2729,48.6803268173994,9.05331260279605,7559.04,7475.22,"[257, 598, 299, 141, 10]","[447464867421, 447464374453, 447464400796, 447464846890, 447464803500]"
447.799000024796,2279,47.3905039641817,8.10389592097356,9136.38,9037.32,"[14, 632, 147, 124, 10]","[448789937906, 448789960515, 448789960531, 448789965218, 448789950750]"
462.69199991226196,2729,48.7102661132813,9.06055157001202,7429.5,7345.68,"[299, 598, 143, 141, 263]","[463674083750, 463674051156, 463674605890, 463674534593, 463674072390]"
463.546000003815,2729,48.7117309570313,9.060903695913463,7421.88,7338.06,"[598, 257, 299, 141, 263]","[464523754578, 464524242359, 464523787453, 464524238546, 464523775343]"
474.157999992371,1589,48.5285797119141,9.280771108774037,6705.6,6682.74,"[257, 141, 263, 598, 10]","[475140219015, 475140127343, 475139813546, 475139745890, 475140124531]"
485.763999938965,2245,48.907379150390604,9.56557053786058,6682.74,6667.5,"[263, 143, 141, 598, 10]","[486735110453, 486735525281, 486735560812, 486735118781, 486735619125]"
529.530999898911,395,47.7185668945313,7.98699188232422,10622.28,10492.74,"[147, 263, 632, 124, 598]","[530520714968, 530520972828, 530520715031, 530520576578, 530520933187]"
545.124000072479,238,46.4569702148438,10.0919472298971,9136.38,9029.7,"[141, 143, 149, 132, 10]","[546093143562, 546093538656, 546093585968, 546093085640, 546093259468]"
559.8450000286099,2396,48.029712741657896,8.41503436748798,6164.58,6103.62,"[124, 147, 598, 632, 10]","[560831095843, 560831183984, 560831143437, 560831183984, 560831054671]"
580.391000032425,2119,48.390166719081,9.70873380962171,10972.8,10805.16,"[147, 598, 263, 143, 10]","[581369705140, 581369258593, 581369323281, 581369532593, 581369550250]"
595.766000032425,1012,46.612988488148794,10.380226135253901,11582.4,11384.28,"[632, 141, 598, 149, 10]","[596756448203, 596756236593, 596756728468, 596756647000, 596756433109]"
609.924000024796,1432,47.4445953369141,9.54553985595703,8206.74,8130.54,"[632, 147, 10, 141, 598]","[610905065421, 610905065421, 610904952984, 610904908562, 610905196453]"
654.8789999485019,660,47.73381042480471,9.84086608886719,10363.2,10264.14,"[147, 632, 598, 143, 141]","[655872078640, 655872078734, 655872007031, 655872087218, 655871756812]"
679.394999980927,1589,48.898982678429604,9.29920397306743,6339.84,6332.22,"[257, 263, 598, 141, 10]","[680382803781, 680382383531, 680382420765, 680382917375, 680382928546]"
694.3829998970032,2640,48.6505799374338,8.65607010690789,11277.6,11140.44,"[632, 147, 263, 141, 10]","[695371471375, 695371471390, 695371025531, 695371450921, 695371330796]"
694.9730000495911,1589,48.926788330078104,9.30056058443509,6256.02,6248.4,"[598, 143, 257, 10, 263]","[695952728765, 695953220937, 695953096234, 695953236671, 695952684109]"
759.6730000972749,785,48.354321495961294,8.99303235505757,11269.98,11102.34,"[263, 124, 598, 141, 10]","[760647082734, 760647345125, 760647027796, 760647324343, 760647242250]"
765.34400010109,785,48.347152451337394,9.00539197419819,11277.6,11109.96,"[147, 124, 141, 10, 598]","[766337303921, 766337257796, 766337232328, 766337152437, 766336940906]"
782.216000080109,2843,48.55421680515099,9.006259315892269,8534.4,8488.68,"[124, 263, 141, 598, 10]","[783204748578, 783204361109, 783204727281, 783204316734, 783204665687]"
782.8489999771118,660,47.692840576171896,9.4361572265625,10363.2,10264.14,"[147, 632, 263, 141, 10]","[783841593515, 783841593531, 783841671328, 783841445000, 783841452546]"
816.78200006485,2726,48.5847550731594,9.22107094212582,7810.5,7741.92,"[263, 598, 143, 10, 141]","[817760302640, 817760239687, 817760749250, 817760650031, 817760663843]"
893.2119998931889,173,47.33506024894071,8.41728797325721,10972.8,10767.06,"[632, 14, 124, 598, 10]","[894201331625, 894201267031, 894201443765, 894201764828, 894201279578]"
895.079999923706,1145,48.6018676757813,9.24168513371394,7551.42,7528.56,"[124, 263, 143, 598, 141]","[896060114671, 896059650156, 896060098421, 896059586265, 896060019328]"
930.773000001907,303,49.3980102539063,9.31506817157452,11277.6,11109.96,"[257, 598, 143, 263, 141]","[931756056875, 931755924875, 931756321734, 931755861328, 931756407328]"
940.8469998836521,229,48.470236568127696,8.775763260690791,11277.6,11140.44,"[632, 598, 263, 141, 147]","[941837366625, 941836975546, 941837009687, 941837339062, 941837366578]"
947.625,2733,47.624801377118594,6.80610069861779,11597.64,11399.52,"[121, 14, 147, 598, 124]","[948611000421, 948611164812, 948611149781, 948611440000, 948610902687]"
968.9340000152588,1145,48.491729736328104,9.11759596604567,6911.34,6896.1,"[124, 257, 263, 141, 143]","[969920056421, 969920113890, 969919681687, 969919996187, 969920116453]"
989.8849999904628,785,48.05451965332029,9.50344848632812,11285.22,11117.58,"[147, 598, 263, 632, 141]","[990866176609, 990865948328, 990866018015, 990866176625, 990865976640]"
991.861000061035,785,48.052001953125,9.50770568847656,11285.22,11117.58,"[632, 598, 147, 141, 10]","[992846305781, 992846078812, 992846305812, 992846104484, 992846152890]"
997.352999925613,2074,39.637664794921896,-7.619973887567941,10668.0,10683.24,"[402, 564, 568, 136, 569]","[998306506500, 998306100593, 998305850031, 998306204140, 998305869203]"
999.200999975204,2074,39.634482173596396,-7.62158203125,10668.0,10683.24,"[564, 568, 569, 136, 402]","[1000156389203, 1000156140062, 1000156157859, 1000156492484, 1000156794703]"
999.608000040054,1037,48.3089796163268,8.71642263312089,6888.48,6865.62,"[263, 143, 598, 10, 299]","[1000593268828, 1000593707812, 1000593226234, 1000593362328, 1000593154515]"
999.635999917984,785,48.041443905587904,9.52479435847356,11285.22,11117.58,"[147, 263, 141, 598, 10]","[1000626146218, 1000625994062, 1000625939593, 1000625924343, 1000625993718]"
1005.68499994278,785,48.0331110550185,9.53747089092548,11285.22,11117.58,"[632, 263, 141, 598, 10]","[1006676095703, 1006675947765, 1006675885015, 1006675877937, 1006675943500]"
1032.15100002289,1469,48.129939709679604,9.16576678936298,9144.0,9029.7,"[598, 147, 263, 632, 10]","[1033131765640, 1033132005718, 1033131830906, 1033132005703, 1033131850531]"
1036.05500006676,2640,48.201630155919,9.35536434775904,11277.6,11140.44,"[632, 147, 598, 143, 141]","[1037042517093, 1037042517078, 1037042205500, 1037042542484, 1037042358171]"
1044.79099988937,1037,48.2510375976563,8.629126915564902,7170.42,7139.94,"[598, 632, 147, 263, 10]","[1045768786062, 1045769010843, 1045769010812, 1045768827390, 1045768869453]"
1056.6819999217998,403,47.828521728515604,8.09074401855469,6537.96,6431.28,"[632, 124, 147, 598, 10]","[1057674377718, 1057674249687, 1057674377687, 1057674515671, 1057674286906]"
1057.55399990082,2640,48.1698815297272,9.39388877467105,11277.6,11140.44,"[263, 257, 143, 598, 141]","[1058536565171, 1058536917031, 1058536812656, 1058536496187, 1058536621015]"
1067.17000007629,303,49.2526245117188,9.65423583984375,11277.6,11109.96,"[257, 141, 598, 143, 10]","[1068154882015, 1068155224828, 1068154784875, 1068155116015, 1068155293312]"
1069.68300008774,2693,39.461354401152,-7.860595703125,10050.78,10096.5,"[564, 136, 569, 568, 402]","[1070641149343, 1070641242000, 1070640994046, 1070641003234, 1070641577765]"
1087.55200004578,1393,48.11393737792971,9.12448883056641,10668.0,10546.08,"[124, 147, 632, 598, 143]","[1088542300046, 1088542301937, 1088542301984, 1088542079968, 1088542445156]"
1103.1289999485,1037,48.1648538880429,8.535943282277959,7513.32,7467.6,"[147, 263, 124, 632, 598]","[1104119789234, 1104119679750, 1104119704281, 1104119789281, 1104119638484]"
1108.06100010872,1145,48.2960846464513,8.90015451531661,5844.54,5829.3,"[263, 257, 299, 598, 10]","[1109049840968, 1109050280546, 1109049750875, 1109049788312, 1109049948531]"
1126.45199990273,238,47.0498657226563,8.74697113037109,5890.26,5836.92,"[632, 147, 598, 14, 10]","[1127443448828, 1127443448859, 1127443970203, 1127443433468, 1127443474515]"
1129.71600008011,660,47.431050963321,8.3880615234375,9875.52,9761.22,"[632, 14, 147, 124, 10]","[1130705195343, 1130705127203, 1130705195343, 1130705259265, 1130705114125]"
1136.3220000267,2780,46.70942687988279,10.4610610589749,12192.0,12077.7,"[147, 598, 632, 141, 10]","[1137299210609, 1137299454125, 1137299210640, 1137298955609, 1137299183828]"
1136.3359999656698,175,48.0970272775424,9.55613356370192,11582.4,11437.62,"[632, 147, 598, 141, 10]","[1137328391500, 1137328391468, 1137328131031, 1137328174187, 1137328238421]"
1140.73799991608,2640,48.0459136962891,9.54341125488281,11277.6,11140.44,"[263, 632, 598, 147, 141]","[1141722621187, 1141722778015, 1141722551390, 1141722777953, 1141722565250]"
1143.96499991417,2837,39.153076171875,-8.91349460767663,11277.6,11308.08,"[564, 569, 136, 402, 568]","[1144929857406, 1144930249062, 1144929951046, 1144930574500, 1144930164156]"
1148.80800008774,660,47.416259765625,8.33052062988281,9776.46,9669.78,"[14, 147, 598, 632, 10]","[1149797031828, 1149797090625, 1149797481125, 1149797090593, 1149797028062]"
1152.74399995804,2780,46.729705810546896,10.413565286775901,12184.38,12070.08,"[598, 147, 141, 632, 149]","[1153729453156, 1153729207546, 1153728957031, 1153729207578, 1153729370390]"
1158.96600008011,2837,39.1279938261388,-8.93450927734375,11277.6,11308.08,"[569, 136, 568, 564, 402]","[1159930519421, 1159930205906, 1159930440250, 1159930120031, 1159930835000]"
1164.01300001144,2837,39.1212158203125,-8.94018422002375,11277.6,11308.08,"[136, 402, 569, 564, 568]","[1164970470203, 1164971101281, 1164970788968, 1164970387078, 1164970711609]"
1175.0969998836501,785,47.76713562011721,9.83502960205078,11277.6,11102.34,"[598, 141, 263, 147, 143]","[1176065763375, 1176065533828, 1176065833328, 1176065852578, 1176065850406]"
1186.81399989128,660,47.38655090332029,8.21475219726563,9669.78,9555.48,"[14, 147, 632, 598, 124]","[1187800359890, 1187800397046, 1187800397062, 1187800818453, 1187800437765]"
1191.7190001010902,2780,46.769439697265604,10.2943904225419,12192.0,12070.08,"[632, 147, 598, 141, 10]","[1192699311218, 1192699311250, 1192699565281, 1192699076937, 1192699282875]"
1191.99399995804,2837,39.0758056640625,-8.97815870202106,11277.6,11315.7,"[402, 569, 568, 136, 564]","[1192951051812, 1192950757937, 1192950690671, 1192950409937, 1192950344281]"
1195.29699993134,1357,48.2410133491128,8.7297218724301,11582.4,11391.9,"[632, 147, 598, 257, 10]","[1196289318375, 1196289318359, 1196289080187, 1196289575406, 1196289173375]"
1205.66700005531,2837,39.0526257531118,-8.99749755859375,11277.6,11308.08,"[564, 136, 568, 402, 569]","[1206630375859, 1206630431812, 1206630731656, 1206631079046, 1206630794265]"
1207.92199993134,2843,49.105133056640604,9.17759821965144,8534.4,8496.3,"[263, 257, 141, 598, 143]","[1208907202953, 1208907568093, 1208907770968, 1208907269500, 1208907747906]"
1212.20600008965,2837,39.0435946189751,-9.00506591796875,11277.6,11315.7,"[568, 564, 136, 569, 402]","[1213170096671, 1213169736609, 1213169787609, 1213170156984, 1213170437437]"
1215.07500004768,2843,49.1143798828125,9.18055607722356,8534.4,8496.3,"[598, 257, 263, 143, 10]","[1216057319859, 1216057613421, 1216057253312, 1216057795859, 1216057817515]"
1226.55399990082,229,48.1192474365234,9.39131927490234,11277.6,11140.44,"[632, 147, 263, 598, 141]","[1227540292500, 1227540292468, 1227540101734, 1227540032734, 1227540126296]"
1229.01900005341,175,48.23039245605471,9.34401292067308,11582.4,11437.62,"[147, 632, 263, 598, 141]","[1230001605000, 1230001604984, 1230001343281, 1230001274953, 1230001448250]"
1229.33999991417,2837,39.0146391270524,-9.02923583984375,11277.6,11315.7,"[136, 569, 564, 402, 568]","[1230310228437, 1230310616156, 1230310191093, 1230310885187, 1230310561421]"
1238.57399988174,1469,48.53317519365729,9.20719347502056,8465.82,8366.76,"[263, 598, 143, 141, 10]","[1239558077015, 1239558013781, 1239558506437, 1239558405953, 1239558386812]"
1240.33999991417,1876,47.723771434719296,9.70057560847356,7299.96,7246.62,"[632, 147, 263, 598, 141]","[1241329581390, 1241329581296, 1241329602875, 1241329532687, 1241329316734]"
1250.78299999237,175,48.26152038574221,9.29415189302884,11582.4,11437.62,"[598, 263, 141, 143, 10]","[1251755191453, 1251755258937, 1251755393765, 1251755564171, 1251755382531]"
1255.09599995613,173,47.9895847126589,8.974632850060098,10988.04,10797.54,"[299, 263, 147, 632, 598]","[1256084963656, 1256085046359, 1256085099359, 1256085099343, 1256084985359]"
1260.71300005913,925,46.742264052568906,10.1390075683594,11902.44,11711.94,"[147, 632, 141, 149, 10]","[1261698928015, 1261698928250, 1261698742312, 1261699203250, 1261698907656]"
1275.47600007057,403,48.22499937930351,8.33052785773026,7650.48,7536.18,"[147, 598, 632, 263, 10]","[1276454721093, 1276454572781, 1276454721109, 1276454603421, 1276454595265]"
1275.47600007057,403,48.22499937930351,8.33052785773026,7650.48,7528.56,"[147, 598, 632, 263, 10]","[1276454721093, 1276454572781, 1276454721109, 1276454603421, 1276454595265]"
1282.57800006866,1440,48.3865356445313,8.76969186883224,11277.6,11140.44,"[124, 598, 263, 143, 299]","[1283563170812, 1283562908562, 1283562948968, 1283563404265, 1283562840359]"
1287.7660000324302,2837,38.921488099179,-9.10687255859375,11277.6,11315.7,"[136, 402, 569, 564, 568]","[1288710243031, 1288710923796, 1288710694031, 1288710260171, 1288710657156]"
1308.40000009537,818,47.7025901665122,10.365952711838899,8435.34,8374.38,"[257, 147, 141, 598, 632]","[1309370345515, 1309370225437, 1309369731750, 1309370117781, 1309370225453]"
1312.3900001049,2837,38.8817138671875,-9.13990850033969,11277.6,11315.7,"[136, 402, 564, 569, 568]","[1313360374265, 1313361065328, 1313360417218, 1313360852187, 1313360822375]"
1320.65899991989,925,46.7041168212891,10.305644709889501,11894.82,11711.94,"[147, 632, 143, 149, 141]","[1321643741359, 1321643741406, 1321643905187, 1321643953328, 1321643522609]"
1322.23099994659,2837,38.8652064436573,-9.153564453125,11277.6,11315.7,"[568, 402, 569, 136, 564]","[1323190176203, 1323190409828, 1323190203343, 1323189714656, 1323189768156]"
1326.6019999980902,925,46.700958251953104,10.323196038967199,11887.2,11704.32,"[632, 147, 598, 149, 141]","[1327593724265, 1327593724234, 1327593991781, 1327593929859, 1327593502312]"
1371.99399995804,1469,48.786712646484396,9.23344538762019,7780.02,7703.82,"[257, 598, 143, 141, 10]","[1372972717156, 1372972262578, 1372972799796, 1372972764984, 1372972761171]"
1374.45399999619,2726,48.0192260742188,8.41312408447266,4411.98,4335.78,"[147, 632, 124, 598, 10]","[1375445389546, 1375445389546, 1375445302375, 1375445355531, 1375445260187]"
1376.48600006104,2726,48.0228230104608,8.41425969050481,4404.36,4328.16,"[598, 632, 147, 124, 10]","[1377465463812, 1377465499515, 1377465499546, 1377465412218, 1377465370109]"
1381.8139998912802,785,47.4483032226563,10.173820495605499,10241.28,10096.5,"[263, 143, 149, 141, 598]","[1382785284281, 1382785165546, 1382785276515, 1382784740515, 1382785214718]"
1401.14400005341,2568,47.93395478846661,8.11199481670673,3657.6,3627.12,"[147, 632, 124, 598, 10]","[1402133824875, 1402133824953, 1402133689375, 1402133893203, 1402133724484]"
1401.60599994659,2568,47.934280654131406,8.11213566706731,3657.6,3627.12,"[147, 124, 598, 632, 10]","[1402589738140, 1402589602656, 1402589806265, 1402589738171, 1402589637656]"
1405.8180000782004,818,47.714447021484396,10.0689697265625,7597.14,7543.8,"[10, 263, 143, 598, 141]","[1406790182093, 1406790291703, 1406790228406, 1406790222578, 1406789896265]"
1434.0009999275198,1469,48.8974456787109,9.2449951171875,7307.58,7239.0,"[257, 263, 598, 141, 10]","[1434976217906, 1434975778406, 1434975823140, 1434976325343, 1434976326859]"
1463.65499997139,2568,47.9811859130859,8.14251708984375,3657.6,3627.12,"[632, 147, 124, 598, 10]","[1464645961046, 1464645961000, 1464645827312, 1464645995281, 1464645855250]"
1472.1289999485,2568,47.98759460449221,8.14663696289063,3657.6,3627.12,"[124, 598, 632, 147, 10]","[1473106242906, 1473106406093, 1473106376437, 1473106376421, 1473106270046]"
1483.75500011444,785,47.2853851318359,10.3237152099609,9601.2,9471.66,"[257, 263, 598, 143, 141]","[1484734552515, 1484734367921, 1484734298359, 1484734201406, 1484733795937]"
1502.3740000724802,785,47.255642131223496,10.350459172175501,9479.28,9357.36,"[598, 263, 149, 143, 141]","[1503354264281, 1503354333828, 1503354243468, 1503354159656, 1503353760218]"
1502.3740000724802,785,47.255642131223496,10.350459172175501,9479.28,9349.74,"[598, 263, 149, 143, 141]","[1503354264281, 1503354333828, 1503354243468, 1503354159656, 1503353760218]"
1511.54699993134,173,48.5281941042108,9.11684538188734,10972.8,10797.54,"[257, 299, 598, 143, 141]","[1512520986687, 1512520525562, 1512520496328, 1512521000015, 1512520890156]"
1522.94199991226,1145,47.991485595703104,8.391357421875,4488.18,4457.7,"[124, 632, 147, 598, 10]","[1523929752281, 1523929839500, 1523929839500, 1523929828093, 1523929712109]"
1548.10800004005,175,48.6853179931641,8.60870361328125,11582.4,11437.62,"[147, 257, 598, 632, 143]","[1549094103109, 1549094128703, 1549093651468, 1549094103140, 1549094204218]"
1566.4089999198902,1145,48.0451680846134,8.41109055739183,4267.2,4244.34,"[124, 147, 632, 598, 10]","[1567389751515, 1567389842328, 1567389842343, 1567389792328, 1567389712984]"
1569.45499992371,2848,48.65299987792971,8.978294959435098,8717.28,8679.18,"[257, 263, 598, 299, 141]","[1570440737656, 1570440269968, 1570440243890, 1570440233296, 1570440698906]"
1577.9900000095402,1145,48.0560613082627,8.42397836538462,4213.86,4183.38,"[147, 124, 632, 598, 10]","[1578979834015, 1578979744031, 1578979834015, 1578979774656, 1578979703703]"
1589.43300008774,1870,48.0490319203522,8.926673302283652,10058.4,9906.0,"[299, 598, 257, 147, 143]","[1590419202265, 1590419230343, 1590419702953, 1590419375343, 1590419613328]"
1596.84500002861,1145,48.0632769051245,8.454261192908652,4114.8,4091.94,"[147, 124, 598, 632, 10]","[1597829843046, 1597829757312, 1597829773531, 1597829843093, 1597829710687]"
1612.40400004387,1469,49.210052490234396,9.278024526742787,5943.6,5897.88,"[257, 143, 663, 263, 598]","[1613388314156, 1613388526031, 1613388234953, 1613388023953, 1613388087984]"
1633.88400006294,1058,48.014923095703104,8.39190673828125,4610.1,4579.62,"[632, 124, 147, 598, 10]","[1634867428968, 1634867338765, 1634867429015, 1634867402203, 1634867301312]"
1682.45000004768,1058,48.0697174072266,8.42699432373047,4290.06,4259.58,"[147, 632, 124, 663, 598]","[1683437551843, 1683437551828, 1683437460546, 1683437880515, 1683437483046]"
1701.1970000267002,1851,48.7177734375,8.48637507512019,8305.8,8199.12,"[263, 598, 663, 257, 143]","[1702179063906, 1702179073609, 1702179354015, 1702179543468, 1702179629843]"
1716.59899997711,239,48.4095324500132,8.65238390470806,6103.62,6042.66,"[299, 257, 263, 663, 598]","[1717579034937, 1717579629953, 1717579160984, 1717579526046, 1717579128421]"
1721.9570000171698,1711,47.8522338867188,9.69873046875,9486.9,9357.36,"[263, 598, 257, 143, 141]","[1722941539000, 1722941468828, 1722941822312, 1722941614734, 1722941326562]"
1745.45199990273,1711,47.838708909891395,9.62388258713942,9601.2,9471.66,"[598, 143, 257, 263, 141]","[1746431783171, 1746431948781, 1746432149765, 1746431853265, 1746431653015]"
1772.74799990654,1337,48.6714477539063,8.48489614633413,7924.8,7879.08,"[632, 147, 263, 598, 143]","[1773740224531, 1773740224609, 1773739806140, 1773739809828, 1773740363156]"
1795.74799990654,1870,47.904114804025404,9.469228891225963,10058.4,9906.0,"[632, 263, 598, 143, 141]","[1796735260296, 1796735201859, 1796735132375, 1796735357046, 1796735078203]"
1803.96000003815,2746,46.2865641965705,10.5586853027344,11582.4,11391.9,"[141, 132, 598, 149, 10]","[1804935289406, 1804935115046, 1804935785500, 1804935648890, 1804935470828]"
1839.59999990463,1264,47.708770751953104,8.19422149658203,10972.8,10828.02,"[147, 143, 124, 10, 632]","[1840590526656, 1840591126468, 1840590447328, 1840590434750, 1840590526703]"
1886.5720000267002,1618,47.8372192382813,9.61509704589844,8435.34,8328.66,"[147, 632, 141, 263, 598]","[1887554229734, 1887554229796, 1887553997781, 1887554196437, 1887554126312]"
1888.43099999428,239,48.1929714396849,8.58820061934622,4968.24,4899.66,"[663, 143, 598, 10, 124]","[1889411143031, 1889411195531, 1889410731750, 1889410771515, 1889410830546]"
